Column1,Content ID,ReactionType,Datetime,Datetime,Year,Month,Content Type,Category,Sentiment,Score,count post,,Category,Sum,,,
6989,2240bbde-db67-4d73-b885-f0117b4b2080,interested,21/03/2021,21/03/2021 15:45,2021,3,video,food,positive,30,2012,,,,,,
6990,2240bbde-db67-4d73-b885-f0117b4b2080,peeking,05/10/2020,05/10/2020 17:05,2020,10,video,food,neutral,35,2056,,,,,,
6991,2240bbde-db67-4d73-b885-f0117b4b2080,intrigued,01/01/2021,01/01/2021 01:27,2021,1,video,food,positive,45,2126,,,,,,
6992,2240bbde-db67-4d73-b885-f0117b4b2080,hate,13/06/2021,13/06/2021 06:09,2021,6,video,food,negative,5,2021,,,,,,
6993,2240bbde-db67-4d73-b885-f0117b4b2080,adore,10/06/2021,10/06/2021 14:11,2021,6,video,food,positive,72,2021,,,,,,
6994,2240bbde-db67-4d73-b885-f0117b4b2080,intrigued,30/03/2021,30/03/2021 23:22,2021,3,video,food,positive,45,2012,,,,,,
6995,2240bbde-db67-4d73-b885-f0117b4b2080,peeking,05/12/2020,05/12/2020 09:08,2020,12,video,food,neutral,35,2092,,,,,,
6996,2240bbde-db67-4d73-b885-f0117b4b2080,interested,26/07/2020,26/07/2020 22:00,2020,7,video,food,positive,30,2070,,,,,,
6997,2240bbde-db67-4d73-b885-f0117b4b2080,disgust,04/09/2020,04/09/2020 23:32,2020,9,video,food,negative,0,2022,,,,,,
6998,2240bbde-db67-4d73-b885-f0117b4b2080,indifferent,02/11/2020,02/11/2020 00:56,2020,11,video,food,neutral,20,2034,,,,,,
6999,2240bbde-db67-4d73-b885-f0117b4b2080,hate,13/02/2021,13/02/2021 08:43,2021,2,video,food,negative,5,1914,,,,,,
7000,2240bbde-db67-4d73-b885-f0117b4b2080,peeking,26/07/2020,26/07/2020 04:29,2020,7,video,food,neutral,35,2070,,,,,,
7001,2240bbde-db67-4d73-b885-f0117b4b2080,scared,13/10/2020,13/10/2020 15:00,2020,10,video,food,negative,15,2056,,,,,,
7002,2240bbde-db67-4d73-b885-f0117b4b2080,intrigued,23/07/2020,23/07/2020 12:41,2020,7,video,food,positive,45,2070,,,,,,
7003,2240bbde-db67-4d73-b885-f0117b4b2080,adore,14/01/2021,14/01/2021 19:28,2021,1,video,food,positive,72,2126,,,,,,
7004,2240bbde-db67-4d73-b885-f0117b4b2080,scared,22/10/2020,22/10/2020 20:31,2020,10,video,food,negative,15,2056,,,,,,
7005,2240bbde-db67-4d73-b885-f0117b4b2080,love,07/01/2021,07/01/2021 21:54,2021,1,video,food,positive,65,2126,,,,,,
7006,2240bbde-db67-4d73-b885-f0117b4b2080,like,02/06/2021,02/06/2021 18:58,2021,6,video,food,positive,50,2021,,,,,,
7007,2240bbde-db67-4d73-b885-f0117b4b2080,want,20/04/2021,20/04/2021 12:48,2021,4,video,food,positive,70,1974,,,,,,
7008,2240bbde-db67-4d73-b885-f0117b4b2080,want,17/03/2021,17/03/2021 19:28,2021,3,video,food,positive,70,2012,,,,,,
7010,8338222c-c31f-40f3-883c-44125f36bae8,disgust,15/09/2020,15/09/2020 10:38,2020,9,video,education,negative,0,2022,,,,,,
7011,8338222c-c31f-40f3-883c-44125f36bae8,worried,19/02/2021,19/02/2021 18:32,2021,2,video,education,negative,12,1914,,,,,,
7012,8338222c-c31f-40f3-883c-44125f36bae8,like,18/12/2020,18/12/2020 07:15,2020,12,video,education,positive,50,2092,,,,,,
7013,8338222c-c31f-40f3-883c-44125f36bae8,like,25/10/2020,25/10/2020 10:02,2020,10,video,education,positive,50,2056,,,,,,
7014,8338222c-c31f-40f3-883c-44125f36bae8,cherish,28/05/2021,28/05/2021 18:04,2021,5,video,education,positive,70,2138,,,,,,
7015,8338222c-c31f-40f3-883c-44125f36bae8,dislike,19/04/2021,19/04/2021 23:56,2021,4,video,education,negative,10,1974,,,,,,
7016,8338222c-c31f-40f3-883c-44125f36bae8,dislike,18/05/2021,18/05/2021 14:59,2021,5,video,education,negative,10,2138,,,,,,
7017,8338222c-c31f-40f3-883c-44125f36bae8,like,27/06/2020,27/06/2020 06:46,2020,6,video,education,positive,50,2021,,,,,,
7018,8338222c-c31f-40f3-883c-44125f36bae8,interested,21/02/2021,21/02/2021 22:08,2021,2,video,education,positive,30,1914,,,,,,
7019,8338222c-c31f-40f3-883c-44125f36bae8,super love,15/12/2020,15/12/2020 11:03,2020,12,video,education,positive,75,2092,,,,,,
7020,8338222c-c31f-40f3-883c-44125f36bae8,peeking,15/05/2021,15/05/2021 15:11,2021,5,video,education,neutral,35,2138,,,,,,
7021,8338222c-c31f-40f3-883c-44125f36bae8,cherish,25/06/2020,25/06/2020 15:00,2020,6,video,education,positive,70,2021,,,,,,
7022,8338222c-c31f-40f3-883c-44125f36bae8,love,14/11/2020,14/11/2020 20:04,2020,11,video,education,positive,65,2034,,,,,,
7023,8338222c-c31f-40f3-883c-44125f36bae8,love,21/06/2020,21/06/2020 21:46,2020,6,video,education,positive,65,2021,,,,,,
7024,8338222c-c31f-40f3-883c-44125f36bae8,interested,09/11/2020,09/11/2020 23:13,2020,11,video,education,positive,30,2034,,,,,,
7025,8338222c-c31f-40f3-883c-44125f36bae8,want,24/03/2021,24/03/2021 17:42,2021,3,video,education,positive,70,2012,,,,,,
7026,8338222c-c31f-40f3-883c-44125f36bae8,scared,19/03/2021,19/03/2021 07:09,2021,3,video,education,negative,15,2012,,,,,,
7027,8338222c-c31f-40f3-883c-44125f36bae8,hate,27/03/2021,27/03/2021 03:16,2021,3,video,education,negative,5,2012,,,,,,
7028,8338222c-c31f-40f3-883c-44125f36bae8,hate,22/04/2021,22/04/2021 01:00,2021,4,video,education,negative,5,1974,,,,,,
7029,8338222c-c31f-40f3-883c-44125f36bae8,super love,23/08/2020,23/08/2020 07:28,2020,8,video,education,positive,75,2114,,,,,,
7030,8338222c-c31f-40f3-883c-44125f36bae8,hate,21/01/2021,21/01/2021 02:01,2021,1,video,education,negative,5,2126,,,,,,
7031,8338222c-c31f-40f3-883c-44125f36bae8,dislike,26/09/2020,26/09/2020 20:23,2020,9,video,education,negative,10,2022,,,,,,
7032,8338222c-c31f-40f3-883c-44125f36bae8,indifferent,11/06/2021,11/06/2021 23:12,2021,6,video,education,neutral,20,2021,,,,,,
7033,8338222c-c31f-40f3-883c-44125f36bae8,love,18/03/2021,18/03/2021 02:05,2021,3,video,education,positive,65,2012,,,,,,
7034,8338222c-c31f-40f3-883c-44125f36bae8,love,26/02/2021,26/02/2021 06:45,2021,2,video,education,positive,65,1914,,,,,,
7035,8338222c-c31f-40f3-883c-44125f36bae8,dislike,31/12/2020,31/12/2020 18:23,2020,12,video,education,negative,10,2092,,,,,,
7036,8338222c-c31f-40f3-883c-44125f36bae8,hate,15/02/2021,15/02/2021 14:21,2021,2,video,education,negative,5,1914,,,,,,
7037,8338222c-c31f-40f3-883c-44125f36bae8,dislike,01/05/2021,01/05/2021 06:21,2021,5,video,education,negative,10,2138,,,,,,
7038,8338222c-c31f-40f3-883c-44125f36bae8,dislike,02/06/2021,02/06/2021 07:52,2021,6,video,education,negative,10,2021,,,,,,
7039,8338222c-c31f-40f3-883c-44125f36bae8,indifferent,05/06/2021,05/06/2021 23:16,2021,6,video,education,neutral,20,2021,,,,,,
7040,8338222c-c31f-40f3-883c-44125f36bae8,dislike,29/07/2020,29/07/2020 17:56,2020,7,video,education,negative,10,2070,,,,,,
7041,8338222c-c31f-40f3-883c-44125f36bae8,interested,08/05/2021,08/05/2021 06:13,2021,5,video,education,positive,30,2138,,,,,,
7042,8338222c-c31f-40f3-883c-44125f36bae8,heart,30/08/2020,30/08/2020 19:26,2020,8,video,education,positive,60,2114,,,,,,
7043,8338222c-c31f-40f3-883c-44125f36bae8,indifferent,21/11/2020,21/11/2020 01:41,2020,11,video,education,neutral,20,2034,,,,,,
7044,8338222c-c31f-40f3-883c-44125f36bae8,intrigued,12/03/2021,12/03/2021 07:55,2021,3,video,education,positive,45,2012,,,,,,
7046,59bb59ce-776b-4d28-85ee-c0d71c690b6a,like,31/07/2020,31/07/2020 00:06,2020,7,audio,animals,positive,50,2070,,,,,,
7047,59bb59ce-776b-4d28-85ee-c0d71c690b6a,heart,04/11/2020,04/11/2020 16:30,2020,11,audio,animals,positive,60,2034,,,,,,
7048,59bb59ce-776b-4d28-85ee-c0d71c690b6a,intrigued,06/03/2021,06/03/2021 09:50,2021,3,audio,animals,positive,45,2012,,,,,,
7049,59bb59ce-776b-4d28-85ee-c0d71c690b6a,adore,15/08/2020,15/08/2020 15:27,2020,8,audio,animals,positive,72,2114,,,,,,
7050,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,03/06/2021,03/06/2021 18:43,2021,6,audio,animals,negative,0,2021,,,,,,
7051,59bb59ce-776b-4d28-85ee-c0d71c690b6a,indifferent,21/04/2021,21/04/2021 01:10,2021,4,audio,animals,neutral,20,1974,,,,,,
7052,59bb59ce-776b-4d28-85ee-c0d71c690b6a,dislike,12/06/2021,12/06/2021 23:35,2021,6,audio,animals,negative,10,2021,,,,,,
7053,59bb59ce-776b-4d28-85ee-c0d71c690b6a,heart,24/05/2021,24/05/2021 17:24,2021,5,audio,animals,positive,60,2138,,,,,,
7054,59bb59ce-776b-4d28-85ee-c0d71c690b6a,indifferent,20/04/2021,20/04/2021 04:25,2021,4,audio,animals,neutral,20,1974,,,,,,
7055,59bb59ce-776b-4d28-85ee-c0d71c690b6a,like,13/10/2020,13/10/2020 12:18,2020,10,audio,animals,positive,50,2056,,,,,,
7056,59bb59ce-776b-4d28-85ee-c0d71c690b6a,super love,10/04/2021,10/04/2021 09:23,2021,4,audio,animals,positive,75,1974,,,,,,
7057,59bb59ce-776b-4d28-85ee-c0d71c690b6a,like,20/08/2020,20/08/2020 10:30,2020,8,audio,animals,positive,50,2114,,,,,,
7058,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,10/04/2021,10/04/2021 03:14,2021,4,audio,animals,negative,0,1974,,,,,,
7059,59bb59ce-776b-4d28-85ee-c0d71c690b6a,scared,24/06/2020,24/06/2020 06:25,2020,6,audio,animals,negative,15,2021,,,,,,
7060,59bb59ce-776b-4d28-85ee-c0d71c690b6a,want,06/08/2020,06/08/2020 10:31,2020,8,audio,animals,positive,70,2114,,,,,,
7061,59bb59ce-776b-4d28-85ee-c0d71c690b6a,interested,07/08/2020,07/08/2020 04:01,2020,8,audio,animals,positive,30,2114,,,,,,
7062,59bb59ce-776b-4d28-85ee-c0d71c690b6a,cherish,23/09/2020,23/09/2020 04:51,2020,9,audio,animals,positive,70,2022,,,,,,
7063,59bb59ce-776b-4d28-85ee-c0d71c690b6a,interested,07/02/2021,07/02/2021 12:44,2021,2,audio,animals,positive,30,1914,,,,,,
7064,59bb59ce-776b-4d28-85ee-c0d71c690b6a,scared,16/03/2021,16/03/2021 20:01,2021,3,audio,animals,negative,15,2012,,,,,,
7065,59bb59ce-776b-4d28-85ee-c0d71c690b6a,interested,23/02/2021,23/02/2021 03:18,2021,2,audio,animals,positive,30,1914,,,,,,
7066,59bb59ce-776b-4d28-85ee-c0d71c690b6a,super love,27/08/2020,27/08/2020 17:38,2020,8,audio,animals,positive,75,2114,,,,,,
7067,59bb59ce-776b-4d28-85ee-c0d71c690b6a,scared,18/09/2020,18/09/2020 05:35,2020,9,audio,animals,negative,15,2022,,,,,,
7068,59bb59ce-776b-4d28-85ee-c0d71c690b6a,peeking,02/07/2020,02/07/2020 02:54,2020,7,audio,animals,neutral,35,2070,,,,,,
7069,59bb59ce-776b-4d28-85ee-c0d71c690b6a,indifferent,09/02/2021,09/02/2021 14:53,2021,2,audio,animals,neutral,20,1914,,,,,,
7070,59bb59ce-776b-4d28-85ee-c0d71c690b6a,intrigued,30/04/2021,30/04/2021 10:40,2021,4,audio,animals,positive,45,1974,,,,,,
7071,59bb59ce-776b-4d28-85ee-c0d71c690b6a,intrigued,15/05/2021,15/05/2021 02:03,2021,5,audio,animals,positive,45,2138,,,,,,
7072,59bb59ce-776b-4d28-85ee-c0d71c690b6a,scared,16/03/2021,16/03/2021 15:44,2021,3,audio,animals,negative,15,2012,,,,,,
7073,59bb59ce-776b-4d28-85ee-c0d71c690b6a,scared,22/03/2021,22/03/2021 09:22,2021,3,audio,animals,negative,15,2012,,,,,,
7074,59bb59ce-776b-4d28-85ee-c0d71c690b6a,worried,28/10/2020,28/10/2020 02:50,2020,10,audio,animals,negative,12,2056,,,,,,
7075,59bb59ce-776b-4d28-85ee-c0d71c690b6a,indifferent,12/02/2021,12/02/2021 02:42,2021,2,audio,animals,neutral,20,1914,,,,,,
7076,59bb59ce-776b-4d28-85ee-c0d71c690b6a,scared,17/12/2020,17/12/2020 12:02,2020,12,audio,animals,negative,15,2092,,,,,,
7077,59bb59ce-776b-4d28-85ee-c0d71c690b6a,super love,21/09/2020,21/09/2020 14:53,2020,9,audio,animals,positive,75,2022,,,,,,
7078,59bb59ce-776b-4d28-85ee-c0d71c690b6a,adore,17/01/2021,17/01/2021 01:40,2021,1,audio,animals,positive,72,2126,,,,,,
7079,59bb59ce-776b-4d28-85ee-c0d71c690b6a,super love,16/08/2020,16/08/2020 06:25,2020,8,audio,animals,positive,75,2114,,,,,,
7080,59bb59ce-776b-4d28-85ee-c0d71c690b6a,cherish,10/06/2021,10/06/2021 19:12,2021,6,audio,animals,positive,70,2021,,,,,,
7081,59bb59ce-776b-4d28-85ee-c0d71c690b6a,worried,15/12/2020,15/12/2020 05:27,2020,12,audio,animals,negative,12,2092,,,,,,
7082,59bb59ce-776b-4d28-85ee-c0d71c690b6a,interested,08/01/2021,08/01/2021 12:29,2021,1,audio,animals,positive,30,2126,,,,,,
7083,59bb59ce-776b-4d28-85ee-c0d71c690b6a,hate,05/07/2020,05/07/2020 04:21,2020,7,audio,animals,negative,5,2070,,,,,,
7084,59bb59ce-776b-4d28-85ee-c0d71c690b6a,adore,11/01/2021,11/01/2021 03:34,2021,1,audio,animals,positive,72,2126,,,,,,
7085,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,10/02/2021,10/02/2021 02:33,2021,2,audio,animals,negative,0,1914,,,,,,
7086,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,04/11/2020,04/11/2020 19:08,2020,11,audio,animals,negative,0,2034,,,,,,
7087,59bb59ce-776b-4d28-85ee-c0d71c690b6a,adore,24/08/2020,24/08/2020 14:58,2020,8,audio,animals,positive,72,2114,,,,,,
7088,59bb59ce-776b-4d28-85ee-c0d71c690b6a,worried,19/07/2020,19/07/2020 16:36,2020,7,audio,animals,negative,12,2070,,,,,,
7090,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,worried,16/05/2021,16/05/2021 10:46,2021,5,audio,fitness,negative,12,2138,,,,,,
7091,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,intrigued,05/01/2021,05/01/2021 06:02,2021,1,audio,fitness,positive,45,2126,,,,,,
7092,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,hate,06/01/2021,06/01/2021 22:14,2021,1,audio,fitness,negative,5,2126,,,,,,
7093,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,scared,16/11/2020,16/11/2020 08:47,2020,11,audio,fitness,negative,15,2034,,,,,,
7094,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,hate,04/10/2020,04/10/2020 20:05,2020,10,audio,fitness,negative,5,2056,,,,,,
7095,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,scared,14/01/2021,14/01/2021 00:32,2021,1,audio,fitness,negative,15,2126,,,,,,
7096,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,hate,03/03/2021,03/03/2021 03:35,2021,3,audio,fitness,negative,5,2012,,,,,,
7097,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,cherish,06/05/2021,06/05/2021 23:10,2021,5,audio,fitness,positive,70,2138,,,,,,
7098,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,heart,15/07/2020,15/07/2020 03:35,2020,7,audio,fitness,positive,60,2070,,,,,,
7099,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,heart,17/03/2021,17/03/2021 01:23,2021,3,audio,fitness,positive,60,2012,,,,,,
7100,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,like,14/03/2021,14/03/2021 17:58,2021,3,audio,fitness,positive,50,2012,,,,,,
7101,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,adore,14/07/2020,14/07/2020 01:18,2020,7,audio,fitness,positive,72,2070,,,,,,
7102,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,love,06/07/2020,06/07/2020 06:06,2020,7,audio,fitness,positive,65,2070,,,,,,
7103,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,adore,04/01/2021,04/01/2021 12:58,2021,1,audio,fitness,positive,72,2126,,,,,,
7104,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,want,20/01/2021,20/01/2021 08:55,2021,1,audio,fitness,positive,70,2126,,,,,,
7105,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,hate,18/08/2020,18/08/2020 05:26,2020,8,audio,fitness,negative,5,2114,,,,,,
7106,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,want,18/06/2021,18/06/2021 05:29,2021,6,audio,fitness,positive,70,2021,,,,,,
7107,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,interested,22/12/2020,22/12/2020 22:04,2020,12,audio,fitness,positive,30,2092,,,,,,
7108,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,peeking,28/12/2020,28/12/2020 07:20,2020,12,audio,fitness,neutral,35,2092,,,,,,
7109,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,adore,16/07/2020,16/07/2020 03:49,2020,7,audio,fitness,positive,72,2070,,,,,,
7110,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,love,17/11/2020,17/11/2020 04:28,2020,11,audio,fitness,positive,65,2034,,,,,,
7111,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,hate,22/11/2020,22/11/2020 11:52,2020,11,audio,fitness,negative,5,2034,,,,,,
7112,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,indifferent,17/02/2021,17/02/2021 20:47,2021,2,audio,fitness,neutral,20,1914,,,,,,
7113,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,intrigued,08/09/2020,08/09/2020 09:17,2020,9,audio,fitness,positive,45,2022,,,,,,
7114,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,dislike,17/02/2021,17/02/2021 13:59,2021,2,audio,fitness,negative,10,1914,,,,,,
7116,b814490f-ff17-4f98-8fb0-cade9c2d8e61,indifferent,03/09/2020,03/09/2020 06:52,2020,9,GIF,culture,neutral,20,2022,,,,,,
7117,b814490f-ff17-4f98-8fb0-cade9c2d8e61,interested,10/08/2020,10/08/2020 10:51,2020,8,GIF,culture,positive,30,2114,,,,,,
7118,b814490f-ff17-4f98-8fb0-cade9c2d8e61,love,04/11/2020,04/11/2020 15:36,2020,11,GIF,culture,positive,65,2034,,,,,,
7119,b814490f-ff17-4f98-8fb0-cade9c2d8e61,love,16/05/2021,16/05/2021 06:38,2021,5,GIF,culture,positive,65,2138,,,,,,
7120,b814490f-ff17-4f98-8fb0-cade9c2d8e61,indifferent,28/06/2020,28/06/2020 09:40,2020,6,GIF,culture,neutral,20,2021,,,,,,
7121,b814490f-ff17-4f98-8fb0-cade9c2d8e61,indifferent,13/10/2020,13/10/2020 18:20,2020,10,GIF,culture,neutral,20,2056,,,,,,
7122,b814490f-ff17-4f98-8fb0-cade9c2d8e61,interested,10/03/2021,10/03/2021 10:49,2021,3,GIF,culture,positive,30,2012,,,,,,
7123,b814490f-ff17-4f98-8fb0-cade9c2d8e61,hate,21/05/2021,21/05/2021 03:17,2021,5,GIF,culture,negative,5,2138,,,,,,
7124,b814490f-ff17-4f98-8fb0-cade9c2d8e61,dislike,21/11/2020,21/11/2020 23:42,2020,11,GIF,culture,negative,10,2034,,,,,,
7126,72878c11-38cc-4442-bc81-7eeef47c531c,dislike,25/05/2021,25/05/2021 14:23,2021,5,GIF,animals,negative,10,2138,,,,,,
7127,72878c11-38cc-4442-bc81-7eeef47c531c,disgust,30/09/2020,30/09/2020 08:32,2020,9,GIF,animals,negative,0,2022,,,,,,
7128,72878c11-38cc-4442-bc81-7eeef47c531c,disgust,31/03/2021,31/03/2021 01:04,2021,3,GIF,animals,negative,0,2012,,,,,,
7129,72878c11-38cc-4442-bc81-7eeef47c531c,want,25/06/2020,25/06/2020 16:17,2020,6,GIF,animals,positive,70,2021,,,,,,
7130,72878c11-38cc-4442-bc81-7eeef47c531c,dislike,25/10/2020,25/10/2020 22:27,2020,10,GIF,animals,negative,10,2056,,,,,,
7131,72878c11-38cc-4442-bc81-7eeef47c531c,interested,03/06/2021,03/06/2021 13:38,2021,6,GIF,animals,positive,30,2021,,,,,,
7132,72878c11-38cc-4442-bc81-7eeef47c531c,dislike,07/01/2021,07/01/2021 05:09,2021,1,GIF,animals,negative,10,2126,,,,,,
7133,72878c11-38cc-4442-bc81-7eeef47c531c,scared,01/03/2021,01/03/2021 06:04,2021,3,GIF,animals,negative,15,2012,,,,,,
7134,72878c11-38cc-4442-bc81-7eeef47c531c,intrigued,03/04/2021,03/04/2021 16:16,2021,4,GIF,animals,positive,45,1974,,,,,,
7135,72878c11-38cc-4442-bc81-7eeef47c531c,worried,13/05/2021,13/05/2021 07:06,2021,5,GIF,animals,negative,12,2138,,,,,,
7136,72878c11-38cc-4442-bc81-7eeef47c531c,adore,10/05/2021,10/05/2021 05:36,2021,5,GIF,animals,positive,72,2138,,,,,,
7137,72878c11-38cc-4442-bc81-7eeef47c531c,scared,21/11/2020,21/11/2020 02:01,2020,11,GIF,animals,negative,15,2034,,,,,,
7138,72878c11-38cc-4442-bc81-7eeef47c531c,cherish,25/05/2021,25/05/2021 09:55,2021,5,GIF,animals,positive,70,2138,,,,,,
7139,72878c11-38cc-4442-bc81-7eeef47c531c,worried,17/07/2020,17/07/2020 13:51,2020,7,GIF,animals,negative,12,2070,,,,,,
7140,72878c11-38cc-4442-bc81-7eeef47c531c,heart,28/07/2020,28/07/2020 06:06,2020,7,GIF,animals,positive,60,2070,,,,,,
7141,72878c11-38cc-4442-bc81-7eeef47c531c,heart,08/02/2021,08/02/2021 21:37,2021,2,GIF,animals,positive,60,1914,,,,,,
7142,72878c11-38cc-4442-bc81-7eeef47c531c,hate,19/01/2021,19/01/2021 18:37,2021,1,GIF,animals,negative,5,2126,,,,,,
7143,72878c11-38cc-4442-bc81-7eeef47c531c,super love,24/07/2020,24/07/2020 13:56,2020,7,GIF,animals,positive,75,2070,,,,,,
7144,72878c11-38cc-4442-bc81-7eeef47c531c,super love,02/05/2021,02/05/2021 04:53,2021,5,GIF,animals,positive,75,2138,,,,,,
7145,72878c11-38cc-4442-bc81-7eeef47c531c,adore,15/09/2020,15/09/2020 23:40,2020,9,GIF,animals,positive,72,2022,,,,,,
7146,72878c11-38cc-4442-bc81-7eeef47c531c,want,17/07/2020,17/07/2020 14:36,2020,7,GIF,animals,positive,70,2070,,,,,,
7147,72878c11-38cc-4442-bc81-7eeef47c531c,want,17/07/2020,17/07/2020 23:40,2020,7,GIF,animals,positive,70,2070,,,,,,
7149,b50871e0-183e-4a1d-884b-f20fb271041b,love,19/02/2021,19/02/2021 17:59,2021,2,photo,cooking,positive,65,1914,,,,,,
7150,b50871e0-183e-4a1d-884b-f20fb271041b,intrigued,31/01/2021,31/01/2021 07:28,2021,1,photo,cooking,positive,45,2126,,,,,,
7151,b50871e0-183e-4a1d-884b-f20fb271041b,scared,08/04/2021,08/04/2021 08:12,2021,4,photo,cooking,negative,15,1974,,,,,,
7152,b50871e0-183e-4a1d-884b-f20fb271041b,adore,13/01/2021,13/01/2021 13:05,2021,1,photo,cooking,positive,72,2126,,,,,,
7153,b50871e0-183e-4a1d-884b-f20fb271041b,dislike,06/08/2020,06/08/2020 04:53,2020,8,photo,cooking,negative,10,2114,,,,,,
7154,b50871e0-183e-4a1d-884b-f20fb271041b,scared,19/12/2020,19/12/2020 19:05,2020,12,photo,cooking,negative,15,2092,,,,,,
7155,b50871e0-183e-4a1d-884b-f20fb271041b,like,02/09/2020,02/09/2020 17:04,2020,9,photo,cooking,positive,50,2022,,,,,,
7156,b50871e0-183e-4a1d-884b-f20fb271041b,worried,15/09/2020,15/09/2020 04:17,2020,9,photo,cooking,negative,12,2022,,,,,,
7157,b50871e0-183e-4a1d-884b-f20fb271041b,disgust,17/11/2020,17/11/2020 08:52,2020,11,photo,cooking,negative,0,2034,,,,,,
7158,b50871e0-183e-4a1d-884b-f20fb271041b,want,17/07/2020,17/07/2020 11:16,2020,7,photo,cooking,positive,70,2070,,,,,,
7159,b50871e0-183e-4a1d-884b-f20fb271041b,heart,14/05/2021,14/05/2021 18:21,2021,5,photo,cooking,positive,60,2138,,,,,,
7160,b50871e0-183e-4a1d-884b-f20fb271041b,worried,05/05/2021,05/05/2021 23:04,2021,5,photo,cooking,negative,12,2138,,,,,,
7161,b50871e0-183e-4a1d-884b-f20fb271041b,peeking,23/10/2020,23/10/2020 22:58,2020,10,photo,cooking,neutral,35,2056,,,,,,
7162,b50871e0-183e-4a1d-884b-f20fb271041b,hate,12/07/2020,12/07/2020 17:02,2020,7,photo,cooking,negative,5,2070,,,,,,
7163,b50871e0-183e-4a1d-884b-f20fb271041b,scared,05/10/2020,05/10/2020 11:23,2020,10,photo,cooking,negative,15,2056,,,,,,
7164,b50871e0-183e-4a1d-884b-f20fb271041b,interested,30/07/2020,30/07/2020 16:38,2020,7,photo,cooking,positive,30,2070,,,,,,
7165,b50871e0-183e-4a1d-884b-f20fb271041b,super love,08/07/2020,08/07/2020 02:25,2020,7,photo,cooking,positive,75,2070,,,,,,
7166,b50871e0-183e-4a1d-884b-f20fb271041b,dislike,01/06/2021,01/06/2021 18:00,2021,6,photo,cooking,negative,10,2021,,,,,,
7167,b50871e0-183e-4a1d-884b-f20fb271041b,indifferent,02/05/2021,02/05/2021 19:35,2021,5,photo,cooking,neutral,20,2138,,,,,,
7168,b50871e0-183e-4a1d-884b-f20fb271041b,cherish,25/03/2021,25/03/2021 20:15,2021,3,photo,cooking,positive,70,2012,,,,,,
7169,b50871e0-183e-4a1d-884b-f20fb271041b,heart,16/09/2020,16/09/2020 00:56,2020,9,photo,cooking,positive,60,2022,,,,,,
7170,b50871e0-183e-4a1d-884b-f20fb271041b,adore,12/08/2020,12/08/2020 07:05,2020,8,photo,cooking,positive,72,2114,,,,,,
7171,b50871e0-183e-4a1d-884b-f20fb271041b,want,31/12/2020,31/12/2020 21:24,2020,12,photo,cooking,positive,70,2092,,,,,,
7173,5163acf9-9bde-4f09-81e2-d8711e774360,like,14/01/2021,14/01/2021 03:41,2021,1,audio,healthy eating,positive,50,2126,,,,,,
7174,5163acf9-9bde-4f09-81e2-d8711e774360,heart,16/07/2020,16/07/2020 04:04,2020,7,audio,healthy eating,positive,60,2070,,,,,,
7175,5163acf9-9bde-4f09-81e2-d8711e774360,love,13/10/2020,13/10/2020 03:52,2020,10,audio,healthy eating,positive,65,2056,,,,,,
7176,5163acf9-9bde-4f09-81e2-d8711e774360,super love,22/05/2021,22/05/2021 23:01,2021,5,audio,healthy eating,positive,75,2138,,,,,,
7177,5163acf9-9bde-4f09-81e2-d8711e774360,heart,25/12/2020,25/12/2020 04:20,2020,12,audio,healthy eating,positive,60,2092,,,,,,
7178,5163acf9-9bde-4f09-81e2-d8711e774360,want,09/10/2020,09/10/2020 19:06,2020,10,audio,healthy eating,positive,70,2056,,,,,,
7179,5163acf9-9bde-4f09-81e2-d8711e774360,want,05/10/2020,05/10/2020 01:53,2020,10,audio,healthy eating,positive,70,2056,,,,,,
